Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Susan Paxson,F,SBD,Single-ply,70.5,70-74,70-999,F-M,86.17,,95,-100,-105.5,,95,55,60,63,,63,115,125,-133.5,,125,283,2,257.31,249.27,217.5,44.07,Yes,USA,FL,USAPL,,3/1/2024,USA,OH,,Arnold Masters of Iron,Yes
Sonya Stevenson,F,SBD,Raw,72.5,70-74,70-999,FR-M,95.36,,92.5,100,105.5,,105.5,65,-71.5,-71.5,,65,115,125,135.5,,135.5,306,12,266.15,258.66,223.48,55.32,Yes,USA,MO,USAPL,,3/1/2024,USA,OH,,Arnold Masters of Iron,Yes
Katherine Evert,F,SBD,Raw,74.5,70-74,70-999,FR-M,73.5,,80,85,90,,90,47.5,52.5,55,,55,105,112.5,-120,,112.5,257.5,14,253.51,247.96,218.27,51.6,Yes,USA,MO,USAPL,,3/1/2024,USA,OH,,Arnold Masters of Iron,Yes
Patricia Kroken,F,SBD,Raw,71.5,70-74,70-999,FR-M4a,87.2,84+,70,75,80,,80,27.5,-30,32.5,,32.5,97.5,-105,107.5,,107.5,220,1,198.94,192.72,167.99,40.97,Yes,USA,NM,USAPL,IPF,5/11/2019,USA,TX,,Dallas Champions,Yes
Regina Hackney,F,SBD,Raw,74.5,70-74,70-999,FR-M4a,81.2,82.5,,,,,67.5,,,,,47.5,,,,,117.5,232.5,1,217.47,211.01,184.89,44.51,Yes,USA,,USAPL,IPF,1/25/2014,USA,GA,,GA Winter Classic & Single Ply Invitational,Yes
Abbey Moon,F,SBD,Raw,72,70-74,70-999,FR-M4a,55.7,57,,30,35,,35,42.5,47.5,-50,,47.5,75,80,90,,90,172.5,1,200.66,203.82,180.31,41.18,Yes,USA,WA,USAPL,IPF,6/24/2017,USA,WA,,Seattle Summer Classic,Yes
Susan Townsend,F,SBD,Raw,71.5,70-74,70-999,FR-M4a,81.9,82.5,50,55,57.5,,57.5,30,32.5,-37.5,,32.5,82.5,92.5,-102.5,,92.5,182.5,1,169.98,164.87,144.39,34.82,Yes,USA,TX,USAPL,,6/25/2022,USA,TX,,Summer Power Fest,Yes
Margaret Batcheler,F,SBD,Raw,71.5,70-74,70-999,FR-M4a,78.95,82.5,85,90,-95,,90,45,50,-55,,50,95,100,105,,105,245,1,232.38,225.85,198.21,47.47,Yes,USA,NH,USAPL,,3/25/2023,USA,NH,,New Hampshire State Championships,Yes
Nan Haynes,F,SBD,Raw,74.5,70-74,70-999,FR-O,82.7,84,75,80,82.5,,82.5,50,55,57.5,,57.5,102.5,110,115,,115,255,5,236.4,229.2,200.6,48.46,Yes,USA,,USAPL,IPF,6/20/2015,USA,MO,,MO State/Midwest Open,Yes
Nan Haynes,F,SBD,Raw,74.5,70-74,70-999,FR-M4,82.7,84,75,80,82.5,,82.5,50,55,57.5,,57.5,102.5,110,115,,115,255,1,236.4,229.2,200.6,48.46,Yes,USA,,USAPL,IPF,6/20/2015,USA,MO,,MO State/Midwest Open,Yes
Bebe Burns,F,SBD,Raw,72.5,70-74,70-999,FR-M4a,51,52,45,-53,53,,53,32.5,38,40,,40,67.5,76,-80,,76,169,1,208.81,213.85,189.71,43.4,Yes,USA,WA,USAPL,IPF,10/15/2015,USA,PA,Scranton,Raw Nationals,Yes
Helen White,F,SBD,Raw,70,70-74,70-999,FR-M4a,60.6,63,75,-80,,,75,52.5,57.5,-60,,57.5,110,117.5,-122.5,,117.5,250,1,275.41,276.59,244.35,56.12,Yes,USA,NJ,USAPL,IPF,10/15/2015,USA,PA,Scranton,Raw Nationals,Yes
Deborah Wilson #2,F,SBD,Raw,72,70-74,70-999,FR-M4a,78.35,82.5,45,-50,-55,,45,37.5,42.5,-45,,42.5,85,90,95,,95,182.5,1,173.77,168.98,148.36,35.48,Yes,USA,LA,USAPL,,4/1/2023,USA,TX,,Spring Open,Yes
Denise Johnson,F,SBD,Raw,74.5,70-74,70-999,FR-M4,47.2,48,35,-40,40,,40,27.5,30,32.5,,32.5,62.5,70,75,,75,147.5,1,192.7,197.76,176.24,40.72,Yes,USA,WA,USAPL,,4/30/2022,USA,WA,,Washington Ladies of Iron,Yes
Bebe Burns,F,SBD,Single-ply,74.5,70-74,70-999,F-M4a,51.8,52,68,72.5,-77.5,,72.5,45,50.5,-52.5,,50.5,70,80,82.5,,82.5,205.5,1,251.16,256.95,227.79,41.96,Yes,USA,WA,USAPL,IPF,3/18/2017,USA,WA,,Washington State Championships,Yes
Patti Brewton,F,SBD,Raw,71.5,70-74,70-999,FR-M4,56.8,57,35,42.5,50,,50,30,35,-37.5,,35,65,70,75,,75,160,1,183.73,186.18,164.63,37.63,Yes,USA,WA,USAPL,IPF,9/28/2019,USA,WA,Spokane,Spokane Rookie Meet,Yes
Shirley Cunningham,F,SBD,Raw,72.5,70-74,70-999,FR-M4,59.6,63,40,50,-60,,50,27.5,32.5,37.5,,37.5,80,90,100,,100,187.5,1,208.73,210.13,185.68,42.58,Yes,USA,AL,USAPL,IPF,6/3/2017,USA,FL,,Gulf Breeze Open,Yes
Shirley Witte,F,SBD,Raw,71.5,70-74,70-999,FR-M7,60.33,63,35,40,45,,45,25,-30,30,,30,77.5,-85,-85,,77.5,152.5,1,168.47,169.3,149.57,34.34,Yes,USA,,USAPL,IPF,11/14/2015,USA,MI,,Michigan Powerlifting and Bench Press Championships,Yes
Susan Elwyn,F,SBD,Single-ply,71,70-74,70-999,F-M4,46.34,47,80,90,-102.5,,90,37.5,42.5,45,,45,110,125,-137.5,,125,260,1,344.34,353.23,315.24,57.59,Yes,USA,FL,USAPL,IPF,5/10/2019,USA,IL,,Open Nationals,Yes
Susan Elwyn,F,SBD,Single-ply,71,70-74,70-999,F-O,46.34,47,80,90,-102.5,,90,37.5,42.5,45,,45,110,125,-137.5,,125,260,2,344.34,353.23,315.24,57.59,Yes,USA,FL,USAPL,IPF,5/10/2019,USA,IL,,Open Nationals,Yes
Barbara Garmon,F,B,Raw,74.5,70-74,70-999,FR-M4,61.8,63,,,,,,27.5,32.5,-37.5,,32.5,,,,,,32.5,1,35.37,35.42,31.28,27.42,Yes,USA,CA,USAPL,IPF,12/8/2017,USA,CA,Anaheim,American Open,Yes
Barbara Garmon,F,D,Raw,74.5,70-74,70-999,FR-M4,61.8,63,,,,,,,,,,,45,55,60,,60,60,1,65.3,65.39,57.75,,Yes,USA,CA,USAPL,IPF,12/8/2017,USA,CA,Anaheim,American Open,Yes
Barbara Garmon,F,SBD,Raw,74.5,70-74,70-999,FR-M4,61.8,63,25,30,32.5,,32.5,27.5,32.5,-37.5,,32.5,45,55,60,,60,125,1,136.03,136.22,120.32,27.69,Yes,USA,CA,USAPL,IPF,12/8/2017,USA,CA,Anaheim,American Open,Yes
Sue Albert,F,SBD,Raw,70.5,70-74,70-999,FR-M4,107.5,84+,47.5,-52.5,52.5,,52.5,40,42.5,45,,45,92.5,-97.5,-97.5,,92.5,190,1,157.86,155.26,132.27,33.28,Yes,USA,CA,USAPL,IPF,12/8/2017,USA,CA,Anaheim,American Open,Yes
Barbara Garmon,F,BD,Raw,74.5,70-74,70-999,FR-M4,61.8,63,,,,,,27.5,32.5,-37.5,,32.5,45,55,60,,60,92.5,1,100.67,100.81,89.03,,Yes,USA,CA,USAPL,IPF,12/8/2017,USA,CA,Anaheim,American Open,Yes
Shelly Stettner,F,SBD,Raw,70,70-74,70-999,FR-M4a,60.1,,107.5,112.5,-115,,112.5,60,62.5,-65,,62.5,137.5,147.5,-150,,147.5,322.5,1,357.13,359.09,317.27,72.81,Yes,USA,MI,USAPL,,12/4/2021,USA,VA,,Virginia Pro,Yes
Gale Williams,F,SBD,Raw,72,70-74,70-999,FR-M4,62.1,63,70,75,80,,80,50,55,57.5,,57.5,107.5,115,122.5,,122.5,260,1,282.11,282.3,249.32,57.42,Yes,USA,GA,USAPL,IPF,2/8/2020,USA,GA,,Georgia State Championships,Yes
Ruth Kriz,F,SBD,Raw,74,70-74,70-999,FR-M4,73.8,75,80,-85,-85,,80,37.5,40,-43,,40,100,105,110,,110,230,1,225.95,220.89,194.42,45.99,Yes,USA,NC,USAPL,,3/18/2023,USA,NC,,North Carolina State Championships,Yes
Shirley Cunningham,F,SBD,Raw,73.5,70-74,70-999,FR-M4a,60.75,63,30,40,50,,50,30,35,-40,,35,80,90,92.5,,92.5,177.5,1,195.24,196,173.15,39.78,Yes,USA,AL,USAPL,IPF,2/3/2018,USA,AL,,Alabama State Championship,Yes
Nancy Sassaman,F,SBD,Raw,71,70-74,70-999,FR-M4a,55.7,57,-60,60,-65,,60,-30,32.5,35,,35,87.5,92.5,100,,100,195,1,226.84,230.41,203.83,46.55,Yes,USA,CA,USAPL,IPF,6/29/2019,USA,CA,,California State Championships,Yes
Catherine Morrison,F,BD,Raw,70.5,70-74,70-999,FR-M4a,58.6,60,,,,,,45,-47.5,-47.5,,45,105,110,112.5,,112.5,157.5,1,177.24,178.85,158.07,,Yes,USA,ME,USAPL,,6/10/2023,USA,ME,,Maine Event: SummerSlam,Yes
Julieann Ash,F,SBD,Raw,71.5,70-74,70-999,FR-M4,72.7,75,-47.5,-52.5,-52.5,,,25,27.5,-30,,27.5,65,70,72.5,,72.5,,DQ,,,,,Yes,USA,OH,USAPL,,2/18/2023,USA,OH,,Battle in the Valley 2,Yes
Lenore Gelb,F,SBD,Raw,71,70-74,70-999,FR-M4a,67.6,69,65,70,72.5,,72.5,45,47.5,-50,,47.5,110,117.5,122.5,,122.5,242.5,1,250.14,247.24,218.09,50.83,Yes,USA,MD,USAPL,,11/20/2021,USA,MD,,Maryland State Championships,Yes
Linda Jones #1,F,SBD,Raw,70.5,70-74,70-999,FR-M4,66.7,67.5,-37.5,-37.5,37.5,,37.5,-40,42.5,-47.5,,42.5,112.5,120,-122.5,,120,200,1,207.91,205.89,181.66,42.25,Yes,USA,OH,USAPL,,9/3/2022,USA,OH,,Ohio Summer Showdown,Yes
Linda Jones #1,F,BD,Raw,70.5,70-74,70-999,FR-M4,66.7,67.5,,,,,,-40,42.5,-47.5,,42.5,112.5,120,-122.5,,120,162.5,1,168.93,167.28,147.6,,Yes,USA,OH,USAPL,,9/3/2022,USA,OH,,Ohio Summer Showdown,Yes
Peggy Linn,F,SBD,Raw,73,70-74,70-999,FR-M4a,74,76,72.5,77.5,82.5,,82.5,45,47.5,50,,50,95,102.5,110,,110,242.5,1,237.88,232.5,204.62,48.43,Yes,USA,MO,USAPL,,12/12/2021,USA,MO,,MO River Open,Yes
Peggy Linn,F,SBD,Raw,73,70-74,70-999,FR-O,74,76,72.5,77.5,82.5,,82.5,45,47.5,50,,50,95,102.5,110,,110,242.5,6,237.88,232.5,204.62,48.43,Yes,USA,MO,USAPL,,12/12/2021,USA,MO,,MO River Open,Yes
Susan Elwyn,F,SBD,Single-ply,71,70-74,70-999,F-O,46.18,47,90,-100,-102.5,,90,37.5,42.5,-47.5,,42.5,105,117.5,130,,130,262.5,1,348.55,357.51,319.15,58.3,Yes,USA,FL,USAPL,IPF,3/2/2019,USA,OH,Columbus,Arnold SBD Pro American,Yes
Pam Hopf,F,BD,Raw,70.5,70-74,70-999,FR-M4a,78.9,84,,,,,,37.5,40,-42.5,,40,52.5,57.5,62.5,,62.5,102.5,1,97.25,94.52,82.96,,Yes,USA,FL,USAPL,IPF,8/10/2019,USA,MN,,Lake City Push-Pull,Yes
Bebe Burns,F,SBD,Single-ply,71.5,70-74,70-999,F-M4a,51.8,52,,,,,57.5,,,,,42.5,,,,,75,175,1,213.88,218.81,193.99,35.73,Yes,USA,,USAPL,IPF,12/6/2014,USA,WA,,Team Phoinix Holiday Classic,Yes
Shari Shink,F,SBD,Raw,73.5,70-74,70-999,FR-M4a,62.77,67.5,30,32.5,35,,35,30,32.5,37.5,,37.5,-50,55,60,,60,132.5,1,142.82,142.69,126.01,29.06,Yes,USA,CO,USAPL,,10/1/2022,USA,CO,,Nightmare Before Liftmass II,Yes
Barbara Cheney,F,B,Raw,71.5,70-74,70-999,FR-M4a,88.68,,,,,,,42.5,47.5,-50,,47.5,,,,,,47.5,1,42.63,41.3,35.95,35,Yes,USA,FL,USAPL,,12/12/2021,USA,FL,,Florida Senior Games,Yes
Sandra Simmons,F,B,Raw,73,70-74,70-999,FR-M4a,65.51,,,,,,,40,42.5,-45,,42.5,,,,,,42.5,2,44.65,44.33,39.12,34.73,Yes,USA,FL,USAPL,,12/12/2021,USA,FL,,Florida Senior Games,Yes
Sandra Simmons,F,D,Raw,73,70-74,70-999,FR-M4a,65.51,,,,,,,,,,,,107.5,117.5,122.5,,122.5,122.5,1,128.7,127.78,112.77,,Yes,USA,FL,USAPL,,12/12/2021,USA,FL,,Florida Senior Games,Yes
Barbara Cheney,F,D,Raw,71.5,70-74,70-999,FR-M4a,88.68,,,,,,,,,,,,107.5,120,130,,130,130,2,116.66,113.03,98.39,,Yes,USA,FL,USAPL,,12/12/2021,USA,FL,,Florida Senior Games,Yes
Sandra Simmons,F,SBD,Raw,73,70-74,70-999,FR-M4a,65.51,,72.5,77.5,-85,,77.5,40,42.5,-45,,42.5,107.5,117.5,122.5,,122.5,242.5,1,254.77,252.94,223.24,51.78,Yes,USA,FL,USAPL,,12/12/2021,USA,FL,,Florida Senior Games,Yes
Barbara Cheney,F,SBD,Raw,71.5,70-74,70-999,FR-M4a,88.68,,62.5,-67.5,67.5,,67.5,42.5,47.5,-50,,47.5,107.5,120,130,,130,245,2,219.86,213.03,185.42,45.35,Yes,USA,FL,USAPL,,12/12/2021,USA,FL,,Florida Senior Games,Yes
Sandra Simmons,F,BD,Raw,73,70-74,70-999,FR-M4a,65.51,,,,,,,40,42.5,-45,,42.5,107.5,117.5,122.5,,122.5,165,1,173.35,172.11,151.89,,Yes,USA,FL,USAPL,,12/12/2021,USA,FL,,Florida Senior Games,Yes
Barbara Cheney,F,BD,Raw,71.5,70-74,70-999,FR-M4a,88.68,,,,,,,42.5,47.5,-50,,47.5,107.5,120,130,,130,177.5,2,159.29,154.33,134.33,,Yes,USA,FL,USAPL,,12/12/2021,USA,FL,,Florida Senior Games,Yes
Nancy Drewek,F,SBD,Raw,73.5,70-74,70-999,FR-M4a,87.9,84+,-55,-55,57.5,,57.5,35,37.5,40,,40,67.5,72.5,75,,75,172.5,1,155.42,150.57,131.16,32.03,Yes,USA,WI,USAPL,IPF,8/21/2021,USA,WI,,Women Of Power Open,Yes
Nancy Drewek,F,SBD,Raw,73.5,70-74,70-999,FR-O,87.9,84+,-55,-55,57.5,,57.5,35,37.5,40,,40,67.5,72.5,75,,75,172.5,4,155.42,150.57,131.16,32.03,Yes,USA,WI,USAPL,IPF,8/21/2021,USA,WI,,Women Of Power Open,Yes
Constance Roberts,F,SBD,Raw,71.5,70-74,70-999,FR-M4a,70.3,75,-25,25,-30,,25,-27.5,27.5,-30,,27.5,45,-60,60,,60,112.5,1,113.49,111.59,98.36,23.07,Yes,USA,ME,USAPL,,3/26/2022,USA,ME,,Maine State Championship,Yes
Shirley Cunningham,F,SBD,Raw,71.5,70-74,70-999,FR-M4,61.2,63,35,40,-47.5,,40,30,32.5,35,,35,75,85,92.5,,92.5,167.5,1,183.39,183.91,162.45,37.35,Yes,USA,AL,USAPL,IPF,7/16/2016,USA,MS,,Mississippi Bench & Powerlifting Championships,Yes
Susan Walter,F,SBD,Raw,73.5,70-74,70-999,FR-M,61.8,67.5,57.5,-62.5,67.5,,67.5,40,45,47.5,,47.5,90,97.5,102.5,,102.5,217.5,1,236.7,237.03,209.35,48.19,Yes,USA,MA,USAPL,,12/11/2022,USA,MA,,Festivus Feats of MASS Strength,Yes
Claudia Douglass,F,D,Raw,72.5,70-74,70-999,FR-M4,68.4,75,,,,,,,,,,,60,62.5,70,,70,70,1,71.72,70.77,62.42,,Yes,USA,WA,USAPL,,5/6/2023,USA,WA,,Washington Ladies of Iron,Yes
Leslie Macko,F,SBD,Single-ply,73,70-74,70-999,F-M4,64.5,67.5,55,-60,60,,60,35,40,-47.5,,40,70,77.5,-87.5,,77.5,177.5,1,188.21,187.29,165.33,31.63,Yes,USA,WA,USAPL,,5/6/2023,USA,WA,,Washington Ladies of Iron,Yes
Deborah Baker,F,SBD,Raw,70.5,70-74,70-999,FR-M4,72.5,75,52.5,55,57.5,,57.5,35,37.5,-40,,37.5,75,77.5,-80,,77.5,172.5,1,171.09,167.6,147.6,34.81,Yes,USA,WA,USAPL,,5/6/2023,USA,WA,,Washington Ladies of Iron,Yes
Deborah Baker,F,SBD,Raw,70.5,70-74,70-999,FR-M4a,72.5,75,52.5,55,57.5,,57.5,35,37.5,-40,,37.5,75,77.5,-80,,77.5,172.5,1,171.09,167.6,147.6,34.81,Yes,USA,WA,USAPL,,5/6/2023,USA,WA,,Washington Ladies of Iron,Yes
Catherine Innes,F,SBD,Raw,70,70-74,70-999,FR-M4a,78.6,82.5,80,82.5,87.5,,87.5,52.5,55,-57.5,,55,125,130,137.5,,137.5,280,1,266.18,258.78,227.16,54.36,Yes,USA,NJ,USAPL,,10/8/2022,USA,PA,,Avengers Monsters Smash,Yes
Susan Elwyn,F,SBD,Single-ply,70,70-74,70-999,F-M4,45.7,47,65,95,100,,100,37.5,42.5,45,,45,112.5,127.5,-130,,127.5,272.5,1,364.67,373.87,334.06,61.01,Yes,USA,FL,USAPL,IPF,5/18/2018,USA,WA,,Open Nationals,Yes
Gail Moore,F,SBD,Single-ply,70,70-74,70-999,F-M4,70.7,72,130,140,-150,,140,77.5,85,90,,90,137.5,147.5,-155,,147.5,377.5,1,379.63,373,328.72,64.1,Yes,USA,PA,USAPL,IPF,5/18/2018,USA,WA,,Open Nationals,Yes
Susan Elwyn,F,SBD,Single-ply,70,70-74,70-999,F-O,45.7,47,65,95,100,,100,37.5,42.5,45,,45,112.5,127.5,-130,,127.5,272.5,1,364.67,373.87,334.06,61.01,Yes,USA,FL,USAPL,IPF,5/18/2018,USA,WA,,Open Nationals,Yes
Marilyn Long,F,SBD,Raw,71.5,70-74,70-999,FR-M4a,56,56,-65,65,70,,70,35,-37.5,37.5,,37.5,100,110,-117.5,,110,217.5,1,252.11,255.91,226.36,51.71,Yes,USA,MD,USAPL,,5/29/2022,USA,VA,,Virginia Open State Championships,Yes
Sandra Simmons,F,SBD,Raw,73,70-74,70-999,FR-M4,64.53,69,72.5,75,85,,85,40,-45,-45,,40,110,-120,-120,,110,235,1,249.11,247.87,218.81,50.64,Yes,USA,FL,USAPL,IPF,9/18/2021,USA,FL,,3rd Annual Ocala Open Super Total X3 Championships,Yes
Barbara Cheney,F,SBD,Wraps,71,70-74,70-999,FW-M4,88.69,84+,67.5,-72.5,72.5,,72.5,45,47.5,-50,,47.5,110,115,120,,120,240,1,215.37,208.67,181.62,44.42,Yes,USA,FL,USAPL,IPF,9/18/2021,USA,FL,,3rd Annual Ocala Open Super Total X3 Championships,Yes
Sandra Simmons,F,BD,Raw,73,70-74,70-999,FR-M4,64.53,69,,,,,,40,-45,-45,,40,110,-120,-120,,110,150,1,159.01,158.22,139.66,,Yes,USA,FL,USAPL,IPF,9/18/2021,USA,FL,,3rd Annual Ocala Open Super Total X3 Championships,Yes
Susan Engelbrecht,F,SBD,Raw,74.5,70-74,70-999,FR-M4,56.15,57,42.5,50,55,,55,-42.5,-47.5,-47.5,,,85,92.5,102.5,,102.5,,DQ,,,,,Yes,USA,GA,USAPL,,12/11/2021,USA,GA,,Georgia Holiday Havoc,Yes
Linda Jones #1,F,SBD,Raw,71.5,70-74,70-999,FR-M4,70.9,75,-37.5,-37.5,37.5,,37.5,42.5,45,-47.5,,45,112.5,117.5,122.5,,122.5,205,1,205.84,202.17,178.15,41.85,Yes,USA,OH,USAPL,,5/21/2023,USA,OH,,Spring Siege 2,Yes
Linda Jones #1,F,BD,Raw,71.5,70-74,70-999,FR-M4,70.9,75,,,,,,42.5,45,-47.5,,45,112.5,117.5,122.5,,122.5,167.5,1,168.18,165.19,145.56,,Yes,USA,OH,USAPL,,5/21/2023,USA,OH,,Spring Siege 2,Yes
Linda Odum,F,SBD,Raw,71,70-74,70-999,FR-O,72.2,84,30,35,40,,40,-30,30,-37.5,,30,77.5,87.5,102.5,,102.5,172.5,3,171.48,168.06,148.02,34.88,Yes,USA,VA,USAPL,IPF,9/10/2017,USA,VA,,Virginia Last Chance Qualifier,Yes
Julieann Ash,F,SBD,Raw,71.5,70-74,70-999,FR-M4,73.45,75,-47.5,-47.5,47.5,,47.5,-27.5,27.5,30,,30,70,75,-77.5,,75,152.5,1,150.19,146.91,129.33,30.57,Yes,USA,OH,USAPL,,9/3/2023,USA,OH,,Ohio Summer Showdown,Yes
Nancy Fox,F,D,Raw,72.5,70-74,70-999,FR-M4a,74.25,84,,,,,,,,,,,60,62.5,67.5,,67.5,67.5,1,66.1,64.58,56.83,,Yes,USA,MN,USAPL,IPF,12/1/2018,USA,MN,,Solcana Deadlift Meet,Yes
Barbara Garmon,F,B,Raw,70.5,70-74,70-999,FR-O,73.8,75,,,,,,,,,,32.5,,,,,,32.5,1,31.93,31.21,27.47,25.22,Yes,USA,,USAPL,IPF,11/2/2013,USA,,,So Cal Regional Championships,Yes
Barbara Garmon,F,B,Raw,70.5,70-74,70-999,FR-M4a,73.8,75,,,,,,,,,,32.5,,,,,,32.5,1,31.93,31.21,27.47,25.22,Yes,USA,,USAPL,IPF,11/2/2013,USA,,,So Cal Regional Championships,Yes
Peggy Linn,F,SBD,Raw,70.5,70-74,70-999,FR-M4,70.8,72,62.5,67.5,-75,,67.5,45,47.5,50,,50,90,97.5,100,,100,217.5,1,218.56,214.7,189.2,44.43,Yes,USA,MO,USAPL,IPF,6/1/2019,USA,MO,,Missouri State Championships,Yes
Mary Duffy,F,SBD,Raw,72,70-74,70-999,FR-M4,54.6,56,-62.5,62.5,67.5,,67.5,-55,55,57.5,,57.5,107.5,110,-112.5,,110,235,1,277.04,282.04,249.62,56.99,Yes,USA,CT,USAPL,,4/30/2022,USA,CT,,Connecticut Ladies of Iron,Yes
Linda Gorham,F,SBD,Raw,70.5,70-74,70-999,FR-M4,86.9,90,90,-100,-105,,90,55,60,-65,,60,-125,-125,125,,125,275,1,249.07,241.28,210.38,51.27,Yes,USA,MD,USAPL,,12/11/2022,USA,VA,,Virginia Masters Pro,Yes
Sonya Stevenson,F,SBD,Raw,70.5,70-74,70-999,FR-M4,93.25,100,90,97.5,102.5,,102.5,65,70,-72.5,,70,110,120,127.5,,127.5,300,1,263.38,255.63,221.4,54.61,Yes,USA,MO,USAPL,,12/11/2022,USA,VA,,Virginia Masters Pro,Yes
Linda Gorham,F,SBD,Raw,70.5,70-74,70-999,FR-M4a,86.9,90,90,-100,-105,,90,55,60,-65,,60,-125,-125,125,,125,275,1,249.07,241.28,210.38,51.27,Yes,USA,MD,USAPL,,12/11/2022,USA,VA,,Virginia Masters Pro,Yes
Sonya Stevenson,F,SBD,Raw,70.5,70-74,70-999,FR-M4a,93.25,100,90,97.5,102.5,,102.5,65,70,-72.5,,70,110,120,127.5,,127.5,300,1,263.38,255.63,221.4,54.61,Yes,USA,MO,USAPL,,12/11/2022,USA,VA,,Virginia Masters Pro,Yes
Carole Reading,F,SBD,Raw,71.5,70-74,70-999,FR-M4a,68.7,75,70,75,77.5,,77.5,35,37.5,-40,,37.5,90,100,-110,,100,215,1,219.73,216.7,191.1,44.65,Yes,USA,NJ,USAPL,,3/17/2024,USA,NJ,,Whippany Athletic Clash of the Immortals,Yes
Gail Altman,F,BD,Raw,72.5,70-74,70-999,FR-O,105.45,100+,,,,,,35,37.5,40,,40,65,72.5,-77.5,,72.5,112.5,2,94.11,92.35,78.78,,Yes,USA,FL,USAPL,,3/23/2024,USA,FL,,8th Annual Capital City Barbell Championship,Yes
Linda Odum,F,SBD,Raw,72,70-74,70-999,FR-M4a,74,84,45,52.5,57.5,,57.5,-32.5,32.5,37.5,,37.5,87.5,97.5,105,,105,200,1,196.19,191.75,168.76,39.94,Yes,USA,VA,USAPL,IPF,3/24/2018,USA,NC,,Battle on the Border,Yes
Catherine Innes,F,SBD,Raw,70.5,70-74,70-999,FR-M4a,82.55,90,82.5,85,92.5,,92.5,55,57.5,-60,,57.5,127.5,132.5,140,,140,290,1,269.08,260.91,228.37,55.15,Yes,USA,NJ,USAPL,,5/13/2023,USA,PA,,Philadelphia Freedom Championship,Yes
Shirley Witte,F,SBD,Raw,70,70-74,70-999,FR-M4a,59,60,,,,,45,,,,,27.5,,,,,87.5,160,1,179.27,180.73,159.72,36.6,Yes,USA,,USAPL,IPF,11/1/2014,USA,MI,,Michigan State PL & BP Championships,Yes
